id,eixo,objetivo,foco_estrategico,acao,responsavel,prazo_categoria,prazo_qualificador,data_limite,indicador,meta,recursos,status,percentual_execucao,data_atualizacao,evidencia,observacoes,campus
QV-25,Qualidade de Vida,,,"Fortalecer os debates sobre diversidade étnico-racial, sexual e de gênero",,Curto a Médio,permanente,,Público alcançado,,,Não iniciada,0,,,PDF p.138,Todos
QV-26,Qualidade de Vida,,,Realizar treinamentos focados no desenvolvimento das,,Curto,,,Público alcançado,,,Não iniciada,0,,,PDF p.138,Todos
QV-27,Qualidade de Vida,,,Elaborar um documento orientador com informações sobre direitos e possibilidades de preparação para a aposentadoria,,Curto,,,Documento publicado,,,Não iniciada,0,,,PDF p.139,Todos
QV-28,Qualidade de Vida,,,Reuniões com ações de orientação e preparatórias para nova etapa,,Curto,,,Público alcançado,,,Não iniciada,0,,,PDF p.139,Todos
AGRO-01,Agroecologia,,,"Em pelo menos um dos eixos da formação geral, inserir a apresentação de princípios da Agroecologia.",,Curto,,,Ementa de um CC da Formação Geral que contemple as reflexões sobre Agroecologia nos PPCs dos cursos de graduação,,,Não iniciada,0,,,PDF p.144,Todos
AGRO-02,Agroecologia,,,"Tornar obrigatório um CC de Introdução à Agroecologia na formação de graduação nas áreas de Ciências Ambientais, Ciências Agrárias e Ciências Humanas e Sociais.",,Curto,,,"Ementa de um CC de Introdução à Agroecologia na matriz curricular de PPCs dos cursos de graduação nas áreas de Ciências Ambientais, Ciências Agrárias e Ciências Humanas e Sociais",,,Não iniciada,0,,,PDF p.144,Todos
AGRO-03,Agroecologia,,,Tornar obrigatório um CC de Introdução à Agroecologia na formação das Licenciaturas Interdisciplinares em Ciências da Natureza e suas Tecnologias e Licenciaturas Interdisciplinares em Ciências Humanas e Sociais e suas Tecnologias,,Curto,,,Ementa de um CC de Introdução à Agroecologia na matriz curricular de PPCs das LIs em Ciências da Natureza e suas Tecnologias e Ciências Humanas e Sociais e suas,,,Não iniciada,0,,,PDF p.144,Todos
AGRO-04,Agroecologia,,,"Inserir três CCs optativos de Agroecologia nos Programas de Pós-graduação Stricto Sensu nas áreas de Ciências Ambientais, Ciências Agrárias, Ciências Humanas e Sociais e Educação, como uma forma de incentivar a pesquisa com este tema na UFSB.",,Curto,,,"Ementas de três CCs optativos de Agroecologia, na matriz curricular de Programas de Pós-graduação Stricto Sensu nas áreas de Ciências Ambientais, Ciências Agrárias, Ciências Humanas e Sociais e Educação",,,Não iniciada,0,,,PDF p.145,Todos
AGRO-05,Agroecologia,,,Fortalecer a oferta e criação de Pós-graduação Lato Sensu com a temática Agroecológica,,Curto a Médio,,,Incentivos aos cursos existentes (editais de apoio à pós-graduação Lato Sensu). Aprovação e implantação de quatro propostas de Especialização e ou Residência com a temática Agroecológica.,,,Não iniciada,0,,,PDF p.145,Todos
AGRO-06,Agroecologia,,,Promover e/ou apoiar eventos técnicos e científicos com o tema Agroecologia,,Curto,permanente,,"Realização de, ao menos, um evento técnico e científicos com o tema Agroecologia por ano.",,,Não iniciada,0,,,PDF p.145,Todos
AGRO-07,Agroecologia,,,Promover dois editais internos com apoio financeiro e de bolsas voltados à promoção da Agroecologia em Programas da PROAF e/ou PROEX,,Curto a Médio,permanente,,Publicação dos editais internos voltados à promoção da Agroecologia pela PROAF e/ou PROEX. Público Alcançado.,,,Não iniciada,0,,,PDF p.145,Todos
AGRO-08,Agroecologia,,,"Realizar capacitação para 100% dos gestores dos setores administrativos sobre Agroecologia, Saúde e Segurança Alimentar e Nutricional",,Curto,permanente,,Percentual de gestores dos setores administrativos capacitados,,,Não iniciada,0,,,PDF p.146,Todos
AGRO-09,Agroecologia,,,"Realizar capacitação para servidoras(es), colaboradoras(es) e discentes da UFSB sobre Agroecologia, Saúde e Segurança Alimentar e Nutricional",,Curto,permanente,,Público alcançado pelas capacitações,,,Não iniciada,0,,,PDF p.146,Todos
AGRO-10,Agroecologia,,,"Ofertar capacitações para a sociedade sul-baiana sobre Agroecologia, Saúde e Segurança Alimentar e Nutricional",,Curto,permanente,,Público alcançado pelas capacitações,,,Não iniciada,0,,,PDF p.146,Todos
AGRO-11,Agroecologia,,,Instalar e manter uma horta agroecológica com gestão coletiva da comunidade universitária em cada campus,,Curto a Médio,permanente,,Hortas instaladas e mantidas. Público alcançado,,,Não iniciada,0,,,PDF p.146,Todos
AGRO-12,Agroecologia,,,Promover a instalação das hortas comunitárias e associação a cozinha/áreas comunitárias para estímulo ao consumo dos itens produzidos nas hortas.,,Curto a Médio,permanente,,Áreas/cozinhas comunitárias construídas e operantes. Público alcançado,,,Não iniciada,0,,,PDF p.147,Todos
AGRO-13,Agroecologia,,,"Incluir cláusulas nos contratos de cessão de espaços da UFSB e de aquisição de alimentos que tenham a exigência de fornecimento de 100% dos alimentos não industrializados provenientes da agricultura familiar, preferencialmente de base agroecológica.",,Médio,,,"Percentual de contratos novos com cláusulas indicativas de fornecimento 100% dos alimentos não industrializados, oriundos da agricultura familiar, especialmente de base agroecológica",,,Não iniciada,0,,,PDF p.147,Todos
AGRO-14,Agroecologia,,,"Incluir cláusulas nos contratos de cessão de espaços da UFSB que estimulem a participação de coletivos e cooperativas que estejam estruturadas no fornecimento de alimentos provenientes da agricultura familiar, preferencialmente de base agroecológica",,Médio,,,"Percentual de contratos novos com cláusulas indicativas do estímulo aos coletivos e cooperativas com expertise com alimentos oriundos da agricultura familiar, preferencialmente de base agroecológica",,,Não iniciada,0,,,PDF p.147,Todos
AGRO-15,Agroecologia,,,"Oferecer 100% dos alimentos não industrializados em todos os refeitórios dos três campi da UFSB, provenientes da agricultura familiar, preferencialmente de base agroecológica",,Médio,,,"Contratos assinados com fornecedores que tenham expertise com alimentos provenientes da agricultura familiar, preferencialmente de base agroecológica",,,Não iniciada,0,,,PDF p.147,Todos
AGRO-16,Agroecologia,,,"Anualmente, promover Feiras Agroecológicas nos três campi ou em espaços mais acessíveis ao público",,Curto,,,Edições das Feiras promovidas. Público alcançado,,,Não iniciada,0,,,PDF p.148,Todos
AGRO-17,Agroecologia,,,Fomentar o estabelecimento de acordos de cooperação técnica/parcerias com grupos de pesquisa externos à UFSB e/ou instituições e organizações da sociedade civil que atuam no território com o tema da Agroecologia,,Curto a Médio,permanente,,Acordos de Cooperação Técnica firmados. Projetos desenvolvidos em parcerias e/ou em rede.,,,Não iniciada,0,,,PDF p.148,Todos
AGRO-18,Agroecologia,,,"Criar um fórum permanente de trocas de experiências e fomento de parcerias entre grupos de ensino, pesquisa e extensão interno.",,Curto,,,"Público alcançado. Fluxos de informações, organizados em relatórios e projetos de ensino pesquisa e extensão intercampi",,,Não iniciada,0,,,PDF p.148,Todos
AGRO-19,Agroecologia,,,Criar e divulgar vinhetas curtas no portal eletrônico da UFSB familiarizando a comunidade acadêmica com diversos tópicos associados à Agroecologia presentes no dia a dia da Universidade,,Curto,,,Vinhetas publicadas no portal eletrônico da UFSB. Público alcançado. Público alcançado,,,Não iniciada,0,,,PDF p.148,Todos
AGRO-20,Agroecologia,,,Promover a divulgação de conteúdos sobre Agroecologia,,Curto,,,Cards e notícias sobre,,,Não iniciada,0,,,PDF p.148,Todos
AGRO-21,Agroecologia,,,"Promoção dos aspectos da Agroecologia para uma alimentação saudável na UFSB a partir de apresentações em eventos institucionais, como Semana de Acolhimento de Estudantes e Seminário em Rede da UFSB.",,Curto,,,"Vídeos, notícias e demais intervenções sobre Agroecologia apresentadas nos eventos institucionais. Público alcançado",,,Não iniciada,0,,,PDF p.149,Todos
AGRO-22,Agroecologia,,,Exibição de filmes ficcionais e documentários sobre Agricultura Familiar e Agroecologia pelos cineclubes da UFSB,,Curto,,,Filmes exibidos nos Cineclubes da UFSB. Público alcançado,,,Não iniciada,0,,,PDF p.149,Todos
AGRO-23,Agroecologia,,,Promover campanhas e eventos em datas comemorativas relacionadas à Agroecologia19,,Curto,,,Campanhas realizadas e público alcançado,,,Não iniciada,0,,,PDF p.149,Todos
ARQ-01,Arquitetura Sustentável,,,"Construir um barema com base nas diretrizes elencadas neste documento, normas, processos de certificação e outros",,Médio a Longo,,,Barema construído. Sistema de pontuação definido,,,Não iniciada,0,,,PDF p.157,Todos
ARQ-02,Arquitetura Sustentável,,,Utilizar o barema para medir a qualidade e desempenho ambiental dos projetos de reforma,,Médio a Longo,,,Barema sendo utilizado,,,Não iniciada,0,,,PDF p.157,Todos
ARQ-03,Arquitetura Sustentável,,,"Aumentar a cobertura vegetal do entorno imediato às edificações, priorizando espécies nativas",,Médio a Longo,,,Porcentagem de área verde em relação à área total do terreno. Número de mudas plantadas (arbóreas e arbustivas),,,Não iniciada,0,,,PDF p.157,Todos
ARQ-04,Arquitetura Sustentável,,,Realização de inventário das espécies botânicas encontradas no terreno,,Médio a Longo,,,Inventário realizado,,,Não iniciada,0,,,PDF p.158,Todos
ARQ-05,Arquitetura Sustentável,,,Incentivar o uso de meios de deslocamentos mais limpos a partir da instalação e manutenção de bicicletários nos campi,,Médio a Longo,,,Bicicletários instalados. Público alcançado,,,Não iniciada,0,,,PDF p.158,Todos
ARQ-06,Arquitetura Sustentável,,,Negociar com os órgãos competentes a implantação ou ampliação de linhas de transporte coletivo para os campi e Colégios Universitários,,Curto a Médio,,,Linhas de transporte público em operação. Público alcançado,,,Não iniciada,0,,,PDF p.158,Todos
ARQ-07,Arquitetura Sustentável,,,Criar campanhas de estímulo ao uso de transporte coletivo e caronas,,Curto,permanente,,Peças publicados nas redes oficiais da UFSB,,,Não iniciada,0,,,PDF p.158,Todos
ARQ-08,Arquitetura Sustentável,,,Construir abrigos para o embarque e desembarque do transporte coletivo e/ou pontos da carona solidária nas áreas de cessão da UFSB,,Médio a Longo,,,Número de abrigos construídos. Público alcançado,,,Não iniciada,0,,,PDF p.158,Todos
ARQ-09,Arquitetura Sustentável,,,Reduzir o consumo de água potável a partir da instalação de,,Curto a Médio,,,Número de equipamentos,,,Não iniciada,0,,,PDF p.158,Todos
ARQ-10,Arquitetura Sustentável,,,Reduzir o consumo de água potável a partir da captação e reutilizar a água da chuva,,Médio a Longo,,,Volume de água de chuva recuperado e utilizado. Proporção entre água de chuva e água potável utilizadas,,,Não iniciada,0,,,PDF p.159,Todos
ARQ-11,Arquitetura Sustentável,,,Reduzir o consumo de água potável a partir do controle mediado por um sistema de gestão ambiental22,,Curto a Médio,,,Sistema operante.,,,Não iniciada,0,,,PDF p.159,Todos
ARQ-12,Arquitetura Sustentável,,,Realizar diagnósticos sobre a viabilidade e projetar soluções para instalação de sistema de tratamento ecológico de resíduos sanitários nas edificações existentes,,Curto a Médio,,,Diagnóstico realizado,,,Não iniciada,0,,,PDF p.159,Todos
ARQ-13,Arquitetura Sustentável,,,Classificar as edificações existentes de acordo com o barema proposto sobre o tema da eficiência energética,,Médio a Longo,,,Diagnóstico realizado,,,Não iniciada,0,,,PDF p.159,Todos
ARQ-14,Arquitetura Sustentável,,,"Projetar e executar, quando necessário, intervenções que adequem os níveis de eficiência energética aos indicadores",,Médio a Longo,,,Obras executadas,,,Não iniciada,0,,,PDF p.159,Todos
ARQ-15,Arquitetura Sustentável,,,Elaborar projeto de retrofit23 das edificações com pontuação inferior ao recomendado no barema,,Médio a Longo,,,Projetos elaborados,,,Não iniciada,0,,,PDF p.159,Todos
ARQ-16,Arquitetura Sustentável,,,Executar obras de retrofit,,Médio a Longo,,,Obras executadas,,,Não iniciada,0,,,PDF p.160,Todos
ARQ-17,Arquitetura Sustentável,,,"Buscar utilizar materiais observando as seguintes condicionantes: descartar materiais proibidos; observar a energia incorporada na fabricação; se é reciclável, reaproveitável, renovável; qual a geração e gestão de resíduos quanto à sua aplicação em obra; se apresenta bom nível de conforto lumínico, conforto térmico, certificação e rotulagem; qual o nível de emissões de CO na fabricação; transporte. 2",,Curto a Médio,,,Uso de produtos de baixo impacto ambiental.,,,Não iniciada,0,,,PDF p.160,Todos
ARQ-18,Arquitetura Sustentável,,,Pesquisar informações dos fabricantes para identificar produtos de baixo impacto ambiental.,,Curto a Médio,,,Uso de produtos de baixo impacto ambiental.,,,Não iniciada,0,,,PDF p.160,Todos
ARQ-19,Arquitetura Sustentável,,,Construir um barema com base nas diretrizes elencadas neste,,Médio a Longo,,,Barema construído.,,,Não iniciada,0,,,PDF p.160,Todos
ARQ-20,Arquitetura Sustentável,,,Utilizar o barema para medir a qualidade e desempenho ambiental das novas edificações,,Médio a Longo,,,Barema sendo utilizado,,,Não iniciada,0,,,PDF p.161,Todos
ARQ-21,Arquitetura Sustentável,,,"Manter vegetação em ao menos 20% da área do terreno, priorizando espécies nativas nos projetos paisagísticos",,Médio a Longo,,,Porcentagem de área verde em relação à área total do terreno. Número de mudas plantadas (arbóreas e arbustivas),,,Não iniciada,0,,,PDF p.161,Todos
ARQ-22,Arquitetura Sustentável,,,Realização de inventário das espécies botânicas encontradas no terreno,,Médio a Longo,,,Inventário realizado,,,Não iniciada,0,,,PDF p.161,Todos
ARQ-23,Arquitetura Sustentável,,,Incentivar o uso de meios de deslocamentos mais limpos a partir da instalação e manutenção de bicicletários nos campi,,Médio a Longo,,,Bicicletários instalados. Público alcançado,,,Não iniciada,0,,,PDF p.161,Todos
ARQ-24,Arquitetura Sustentável,,,Negociar com os órgãos competentes a implantação de linhas de transporte coletivo para as áreas com novas edificações,,Curto a Médio,,,Número de linhas de transporte público em operação. Público alcançado,,,Não iniciada,0,,,PDF p.162,Todos
ARQ-25,Arquitetura Sustentável,,,Construir abrigos para o embarque e desembarque do transporte coletivo e/ou pontos da carona solidária nas áreas de cessão da UFSB,,Médio a Longo,,,Número de abrigos construídos. Público alcançado,,,Não iniciada,0,,,PDF p.162,Todos
ARQ-26,Arquitetura Sustentável,,,Reduzir o consumo de água potável a partir da instalação de equipamentos de alto desempenho nos sanitários,,Curto a Médio,,,Número de equipamentos eficientes instalados. Controle das taxas mensais de consumo de água,,,Não iniciada,0,,,PDF p.162,Todos
ARQ-27,Arquitetura Sustentável,,,Reduzir o consumo de água potável a partir da captação e reutilizar a água da chuva,,Médio a Longo,,,Volume de água de chuva recuperado e utilizado. Proporção entre água de chuva e água potável utilizadas,,,Não iniciada,0,,,PDF p.162,Todos
ARQ-28,Arquitetura Sustentável,,,Reduzir o consumo de água potável a partir do controle mediado por um sistema de gestão ambiental26,,Curto a Médio,,,Sistema operante.,,,Não iniciada,0,,,PDF p.162,Todos
ARQ-29,Arquitetura Sustentável,,,Inserir sistema de tratamento ecológico de resíduos sanitários para as novas edificações,,Curto a Médio,,,Projetos desenvolvidos. Sistemas de tratamento,,,Não iniciada,0,,,PDF p.162,Todos
ARQ-30,Arquitetura Sustentável,,,Utilizar barema com indicadores para as boas práticas sobre eficiência energética apresentadas neste documento,,Curto a Médio,,,Sistema de pontuação definido. Barema sendo utilizado,,,Não iniciada,0,,,PDF p.163,Todos
ARQ-31,Arquitetura Sustentável,,,Projetar as novas edificações de modo a atender a pontuação recomendada para eficiência energética.,,Curto a Médio,,,Projetos de novas edificações com pontuação adequada sobre eficiência energética,,,Não iniciada,0,,,PDF p.163,Todos
ARQ-32,Arquitetura Sustentável,,,"Empregar fontes alternativas de energia nos projetos de novas edificações, no que tange a sua geração, e de maior eficiência, no que tange o consumo",,Médio a Longo,,,Projetos executados. Quantidade de energia gerada e consumida a partir de fontes alternativas,,,Não iniciada,0,,,PDF p.163,Todos
ARQ-33,Arquitetura Sustentável,,,"Buscar utilizar materiais observando as seguintes condicionantes: descartar materiais proibidos; observar a energia incorporada na fabricação; se é reciclável, reaproveitável, renovável; qual a geração e gestão de resíduos quanto à sua aplicação em obra; se apresenta bom nível de conforto lumínico, conforto térmico, certificação e rotulagem; qual o nível de emissões de CO na fabricação; transporte. 2",,Curto a Médio,,,Uso de produtos de baixo impacto ambiental.,,,Não iniciada,0,,,PDF p.163,Todos
ARQ-34,Arquitetura Sustentável,,,Pesquisar informações dos fabricantes para identificar produtos de baixo impacto ambiental.,,Curto a Médio,,,Uso de produtos de baixo impacto ambiental.,,,Não iniciada,0,,,PDF p.164,Todos
BIO-01,Biodiversidade,,,Estimular servidores docentes e técnicos-administrativos a realizarem atividades práticas com os estudantes que contribuam para o conhecimento e a valorização da biodiversidade dos campi,,Curtíssimo,permanente,,Ações realizadas e público alcançado.,,,Não iniciada,0,,,PDF p.179,Todos
BIO-02,Biodiversidade,,,"Promover campanhas de educação relacionadas à importância da conservação da biodiversidade, em especial para as espécies da fauna e flora presentes nos campi, tais como campanhas contra a manutenção de espécies da fauna em cativeiro, campanha que esclareça sobre o perigo da introdução de espécies exóticas em ambientes naturais, dentre outras",,Curto,permanente,,Ações realizadas e público alcançado.,,,Não iniciada,0,,,PDF p.179,Todos
BIO-03,Biodiversidade,,,"Organizar ações intercampi em datas comemorativas a saber: semana do meio ambiente, dia da árvore, dia da Mata Atlântica, entre outras",,Curto,permanente,,Ações realizadas e público alcançado.,,,Não iniciada,0,,,PDF p.180,Todos
BIO-04,Biodiversidade,,,Incluir cláusulas nos contratos e processos de licitação sobre infraestrutura da UFSB que estimulem as prestadoras de serviço a atender diretrizes sobre o cuidado à biodiversidade local,,Curto,,,Percentual de contratos novos com cláusulas indicativas do estímulo à atenção de diretrizes sobre o cuidado à biodiversidade local,,,Não iniciada,0,,,PDF p.180,Todos
BIO-05,Biodiversidade,,,"Inserir nos projetos de paisagismo a diretriz de utilizar, preferencialmente, espécies nativas da Mata Atlântica, sobretudo aquelas que ocorrem naturalmente nas regiões Sul e Extremo Sul da Bahia",,Curtíssimo,,,Percentual de projetos novos com cláusulas indicativas da inclusão da diretriz,,,Não iniciada,0,,,PDF p.180,Todos
BIO-06,Biodiversidade,,,"Nos projetos paisagísticos da UFSB, priorizar a adoção de espécies que estabeleçam relações ecológicas tais como plantas atrativas da avifauna e abelhas, plantas com conhecidos benefícios aos atributos do solo, árvores que servem de abrigo para animais, inseticidas naturais etc.",,Curto a Médio,,,Percentual de projetos novos com cláusulas indicativas da inclusão da diretriz,,,Não iniciada,0,,,PDF p.180,Todos
BIO-07,Biodiversidade,,,"Estimular o incremento na produção de mudas de espécies nativas nos viveiros da UFSB, tais como o Viveiro do Jardim Botânico FLORAS (CSC) e os viveiros dos demais Campi da UFSB, bem como incentivar as parcerias com viveiros locais",,Curto,,,Produção de mudas pelos viveiros da UFSB. Acordos de cooperação assinados com viveiros locais,,,Não iniciada,0,,,PDF p.180,Todos
BIO-08,Biodiversidade,,,"Utilizar os diversos espaços já existentes na UFSB, como Jardim Botânico, Centros de Formação, grupos de pesquisa, entre outros, como divulgadores de ações ambientais pela biodiversidade e em cada unidade",,Curto a Médio,,,Público alcançado,,,Não iniciada,0,,,PDF p.180,Todos
BIO-09,Biodiversidade,,,Planejar estratégias de sistematização e divulgação de resultados alcançados nas ações,,Curto,permanente,,Peças de divulgação. Público alcançado,,,Não iniciada,0,,,PDF p.181,Todos
BIO-10,Biodiversidade,,,"Promover atividades de campo, em parceria com os Cursos de Ciências, a fim de identificar e etiquetar espécies nativas e/ou exóticas de plantas nas áreas dos campi",,Curto a Médio,,,Número de plantas identificadas. Público alcançado,,,Não iniciada,0,,,PDF p.181,Todos
BIO-11,Biodiversidade,,,"Elaborar um banco de projetos para Bolsa de Apoio à Permanência com possíveis orientadores, relacionados às atividades previstas no PLS de Biodiversidade",,Curtíssimo a Curto,,,Projetos cadastrados. Bolsas BAPs concedidas aos projetos cadastrados,,,Não iniciada,0,,,PDF p.181,Todos
BIO-12,Biodiversidade,,,Realizar ações que visem a elaboração de planos de ação participativos sobre o tema da biodiversidade na UFSB,,Curto a Médio,,,Planos elaborados. Público alcançado.,,,Não iniciada,0,,,PDF p.181,Todos
BIO-13,Biodiversidade,,,"Elaboração de portfólio gráfico com temas diversos relacionados à biodiversidade (conhecimento disponível, conservação e preservação do patrimônio natural) a serem disponibilizadas no portal oficial da UFSB27",,Curto a Médio,,,Peças publicadas. Público alcançado,,,Não iniciada,0,,,PDF p.181,Todos
BIO-14,Biodiversidade,,,"Elaboração de portfólio gráfico com temas diversos sobre biodiversidade (conhecimento disponível, conservação e preservação do patrimônio natural) para publicação no",,Curto a Médio,,,Peças publicadas. Público alcançado,,,Não iniciada,0,,,PDF p.181,Todos
BIO-15,Biodiversidade,,,"Elaboração de portfólio gráfico com temas diversos relacionados à biodiversidade (conhecimento disponível, conservação e preservação do patrimônio natural) a serem disponibilizadas nas redes sociais oficiais da UFSB29",,Curto a Médio,,,Peças publicadas. Público alcançado,,,Não iniciada,0,,,PDF p.182,Todos
BIO-16,Biodiversidade,,,"Editoria UFSB: identificar e promover a maior inserção de docentes, técnicos e discentes que realizam estudos relacionados à biodiversidade na intenção de redigir e promover conteúdos de popularização da ciência; apoiar os veículos já existentes sobre o tema como boletins e revistas científicas.",,Médio,,,Publicações científicas e de popularização da ciência em relação à biodiversidade. Público alcançado,,,Não iniciada,0,,,PDF p.182,Todos
BIO-17,Biodiversidade,,,"Via comunicação interna por e-mail e demais sistemas institucionais, divulgar as ações realizadas no âmbito da biodiversidade, dentro da UFSB e nas cooperações técnicas e científicas",,Curto,permanente,,Peças publicadas. Público alcançado,,,Não iniciada,0,,,PDF p.182,Todos
BIO-18,Biodiversidade,,,"Semestralmente, elaborar o Boletim Informativo sobre a biodiversidade da UFSB, que pode ser inserido no Boletim Informativo do JBFLORAS, de modo a compilar dados e, digitalmente, distribuir informações sobre a biota local e regional, além de divulgar as ações realizadas no período",,Curto,permanente,,Peças publicadas. Público alcançado,,,Não iniciada,0,,,PDF p.182,Todos
BIO-19,Biodiversidade,,,"Produção de Vídeo Institucional, visando gerar conteúdo em mídia diferenciada, apresentando a temática em relação a UFSB e sua área de abrangência. Será um",,Curto,,,Vídeo institucional produzido. Número de veiculações. Público alcançado,,,Não iniciada,0,,,PDF p.182,Todos
BIO-20,Biodiversidade,,,Estimular e inserir as(os) servidoras(os) com expertise no tema a proporcionar as capacitações e o apoio técnico para as ações propostas neste Plano,,Curto,permanente,,Capacitações e documentos técnicos sobre Biodiversidade nos Campi executados pelas(os) servidoras(os) da UFSB,,,Não iniciada,0,,,PDF p.183,Todos
BIO-21,Biodiversidade,,,"Criação de manual técnico, didático, lúdico e digital da biodiversidade da UFSB, com legislação pertinente e boas práticas que envolvam a conservação e preservação dos recursos naturais, visando sensibilizar a comunidade interna e externa da UFSB",,Médio a Longo,,,Peças publicadas. Público alcançado,,,Não iniciada,0,,,PDF p.183,Todos
BIO-22,Biodiversidade,,,"Elaboração e realização de cursos de curta duração e oficinas, para a formação de crianças, jovens e adultos como multiplicadores. Estas ações são possibilidades de disseminação de conhecimento para a replicação das informações, sendo importantes mecanismos a serem realizados de forma contínua e permanente",,Curto a Médio,permanente,,Atividades realizadas. Público alcançado,,,Não iniciada,0,,,PDF p.183,Todos
BIO-23,Biodiversidade,,,"Elaboração e realização de cursos de curta duração e oficinas com os servidores docentes e técnicos administrativos e educacionais, visando a sensibilização para boas práticas de conservação e preservação da biota, tanto no âmbito daqueles servidores já em atividades quanto para novos servidores",,Curto a Médio,permanente,,Atividades realizadas. Público alcançado,,,Não iniciada,0,,,PDF p.183,Todos
